State,Year,Age,Total
Selangor,1997,15 to 19,85700
Selangor,1997,20 to 24,248800
Selangor,1997,25 to 29,255400
Selangor,1997,30 to 34,217300
Selangor,1997,35 to 39,190900
Selangor,1997,40 to 44,142700
Selangor,1997,45 to 49,96800
Selangor,1997,50 to 54,61000
Selangor,1997,55 to 59,30500
Selangor,1997,60 to 64,14000
Selangor,1998,15 to 19,71200
Selangor,1998,20 to 24,278100
Selangor,1998,25 to 29,276900
Selangor,1998,30 to 34,227000
Selangor,1998,35 to 39,210500
Selangor,1998,40 to 44,165900
Selangor,1998,45 to 49,109000
Selangor,1998,50 to 54,65000
Selangor,1998,55 to 59,35900
Selangor,1998,60 to 64,17500
Selangor,1999,15 to 19,65000
Selangor,1999,20 to 24,258400
Selangor,1999,25 to 29,280600
Selangor,1999,30 to 34,218400
Selangor,1999,35 to 39,210500
Selangor,1999,40 to 44,180800
Selangor,1999,45 to 49,118000
Selangor,1999,50 to 54,76200
Selangor,1999,55 to 59,31400
Selangor,1999,60 to 64,15900
Selangor,2000,15 to 19,88200
Selangor,2000,20 to 24,311100
Selangor,2000,25 to 29,331100
Selangor,2000,30 to 34,282000
Selangor,2000,35 to 39,228600
Selangor,2000,40 to 44,193900
Selangor,2000,45 to 49,147800
Selangor,2000,50 to 54,78100
Selangor,2000,55 to 59,35200
Selangor,2000,60 to 64,19100
Selangor,2001,15 to 19,71000
Selangor,2001,20 to 24,254700
Selangor,2001,25 to 29,308000
Selangor,2001,30 to 34,262000
Selangor,2001,35 to 39,220100
Selangor,2001,40 to 44,174000
Selangor,2001,45 to 49,132500
Selangor,2001,50 to 54,80600
Selangor,2001,55 to 59,32000
Selangor,2001,60 to 64,17600
Selangor,2002,15 to 19,72500
Selangor,2002,20 to 24,304600
Selangor,2002,25 to 29,344200
Selangor,2002,30 to 34,303500
Selangor,2002,35 to 39,251300
Selangor,2002,40 to 44,204700
Selangor,2002,45 to 49,153700
Selangor,2002,50 to 54,101100
Selangor,2002,55 to 59,46700
Selangor,2002,60 to 64,20900
Selangor,2003,15 to 19,71600
Selangor,2003,20 to 24,304100
Selangor,2003,25 to 29,358100
Selangor,2003,30 to 34,321500
Selangor,2003,35 to 39,270200
Selangor,2003,40 to 44,223100
Selangor,2003,45 to 49,164000
Selangor,2003,50 to 54,112200
Selangor,2003,55 to 59,46000
Selangor,2003,60 to 64,24400
Selangor,2004,15 to 19,81100
Selangor,2004,20 to 24,266300
Selangor,2004,25 to 29,372700
Selangor,2004,30 to 34,351000
Selangor,2004,35 to 39,296000
Selangor,2004,40 to 44,242800
Selangor,2004,45 to 49,201400
Selangor,2004,50 to 54,134500
Selangor,2004,55 to 59,56500
Selangor,2004,60 to 64,25800
Selangor,2005,15 to 19,77200
Selangor,2005,20 to 24,254700
Selangor,2005,25 to 29,379700
Selangor,2005,30 to 34,356800
Selangor,2005,35 to 39,296400
Selangor,2005,40 to 44,261700
Selangor,2005,45 to 49,203700
Selangor,2005,50 to 54,141200
Selangor,2005,55 to 59,56700
Selangor,2005,60 to 64,20600
Selangor,2006,15 to 19,59500
Selangor,2006,20 to 24,270400
Selangor,2006,25 to 29,382200
Selangor,2006,30 to 34,362400
Selangor,2006,35 to 39,307000
Selangor,2006,40 to 44,264100
Selangor,2006,45 to 49,212700
Selangor,2006,50 to 54,143000
Selangor,2006,55 to 59,59100
Selangor,2006,60 to 64,24200
Selangor,2007,15 to 19,59600
Selangor,2007,20 to 24,253900
Selangor,2007,25 to 29,378000
Selangor,2007,30 to 34,366500
Selangor,2007,35 to 39,318800
Selangor,2007,40 to 44,272900
Selangor,2007,45 to 49,224100
Selangor,2007,50 to 54,161600
Selangor,2007,55 to 59,69700
Selangor,2007,60 to 64,23000
Selangor,2008,15 to 19,66000
Selangor,2008,20 to 24,255900
Selangor,2008,25 to 29,359500
Selangor,2008,30 to 34,374500
Selangor,2008,35 to 39,330800
Selangor,2008,40 to 44,278300
Selangor,2008,45 to 49,228900
Selangor,2008,50 to 54,166400
Selangor,2008,55 to 59,71600
Selangor,2008,60 to 64,27900
Selangor,2009,15 to 19,56600
Selangor,2009,20 to 24,243100
Selangor,2009,25 to 29,360500
Selangor,2009,30 to 34,375500
Selangor,2009,35 to 39,338400
Selangor,2009,40 to 44,287700
Selangor,2009,45 to 49,227300
Selangor,2009,50 to 54,174500
Selangor,2009,55 to 59,81100
Selangor,2009,60 to 64,28700
Selangor,2010,15 to 19,56800
Selangor,2010,20 to 24,411600
Selangor,2010,25 to 29,592000
Selangor,2010,30 to 34,445000
Selangor,2010,35 to 39,360700
Selangor,2010,40 to 44,279400
Selangor,2010,45 to 49,230400
Selangor,2010,50 to 54,156600
Selangor,2010,55 to 59,73100
Selangor,2010,60 to 64,28700
Selangor,2015,15 to 19,58000
Selangor,2015,20 to 24,347800
Selangor,2015,25 to 29,652900
Selangor,2015,30 to 34,610100
Selangor,2015,35 to 39,443100
Selangor,2015,40 to 44,368500
Selangor,2015,45 to 49,305900
Selangor,2015,50 to 54,229100
Selangor,2015,55 to 59,138000
Selangor,2015,60 to 64,59500
Selangor,2016,15 to 19,51600
Selangor,2016,20 to 24,377200
Selangor,2016,25 to 29,697900
Selangor,2016,30 to 34,621800
Selangor,2016,35 to 39,471000
Selangor,2016,40 to 44,372100
Selangor,2016,45 to 49,310400
Selangor,2016,50 to 54,228200
Selangor,2016,55 to 59,138500
Selangor,2016,60 to 64,56300
Selangor,2017,15 to 19,67700
Selangor,2017,20 to 24,359800
Selangor,2017,25 to 29,686000
Selangor,2017,30 to 34,681500
Selangor,2017,35 to 39,498200
Selangor,2017,40 to 44,399600
Selangor,2017,45 to 49,315200
Selangor,2017,50 to 54,235800
Selangor,2017,55 to 59,148800
Selangor,2017,60 to 64,64800
Selangor,2018,15 to 19,63200
Selangor,2018,20 to 24,380500
Selangor,2018,25 to 29,660400
Selangor,2018,30 to 34,697300
Selangor,2018,35 to 39,528800
Selangor,2018,40 to 44,402100
Selangor,2018,45 to 49,333600
Selangor,2018,50 to 54,252100
Selangor,2018,55 to 59,165100
Selangor,2018,60 to 64,63200
Selangor,2019,15 to 19,74200
Selangor,2019,20 to 24,388100
Selangor,2019,25 to 29,603900
Selangor,2019,30 to 34,701000
Selangor,2019,35 to 39,555200
Selangor,2019,40 to 44,416900
Selangor,2019,45 to 49,344300
Selangor,2019,50 to 54,267800
Selangor,2019,55 to 59,170900
Selangor,2019,60 to 64,70600
Selangor,2020,15 to 19,114800
Selangor,2020,20 to 24,308000
Selangor,2020,25 to 29,559900
Selangor,2020,30 to 34,686200
Selangor,2020,35 to 39,596100
Selangor,2020,40 to 44,433100
Selangor,2020,45 to 49,364900
Selangor,2020,50 to 54,271600
Selangor,2020,55 to 59,176000
Selangor,2020,60 to 64,91900
Selangor,2021,15 to 19,360600
Selangor,2021,20 to 24,401400
Selangor,2021,25 to 29,493900
Selangor,2021,30 to 34,526700
Selangor,2021,35 to 39,533700
Selangor,2021,40 to 44,446300
Selangor,2021,45 to 49,357200
Selangor,2021,50 to 54,271600
Selangor,2021,55 to 59,188500
Selangor,2021,60 to 64,97100
Terengganu,1982,15 to 19,24100
Terengganu,1982,20 to 24,42200
Terengganu,1982,25 to 29,34000
Terengganu,1982,30 to 34,25900
Terengganu,1982,35 to 39,24900
Terengganu,1982,40 to 44,22500
Terengganu,1982,45 to 49,17900
Terengganu,1982,50 to 54,14600
Terengganu,1982,55 to 59,11700
Terengganu,1982,60 to 64,9500
Terengganu,1983,15 to 19,25000
Terengganu,1983,20 to 24,45500
Terengganu,1983,25 to 29,37200
Terengganu,1983,30 to 34,26400
Terengganu,1983,35 to 39,27600
Terengganu,1983,40 to 44,21200
Terengganu,1983,45 to 49,21900
Terengganu,1983,50 to 54,14200
Terengganu,1983,55 to 59,13500
Terengganu,1983,60 to 64,10500
Terengganu,1984,15 to 19,22900
Terengganu,1984,20 to 24,42300
Terengganu,1984,25 to 29,34300
Terengganu,1984,30 to 34,28400
Terengganu,1984,35 to 39,23500
Terengganu,1984,40 to 44,18600
Terengganu,1984,45 to 49,20300
Terengganu,1984,50 to 54,12300
Terengganu,1984,55 to 59,8400
Terengganu,1984,60 to 64,8300
Terengganu,1985,15 to 19,23100
Terengganu,1985,20 to 24,41100
Terengganu,1985,25 to 29,35300
Terengganu,1985,30 to 34,30300
Terengganu,1985,35 to 39,24700
Terengganu,1985,40 to 44,20900
Terengganu,1985,45 to 49,22700
Terengganu,1985,50 to 54,11700
Terengganu,1985,55 to 59,9400
Terengganu,1985,60 to 64,9700
Terengganu,1986,15 to 19,23600
Terengganu,1986,20 to 24,46300
Terengganu,1986,25 to 29,38300
Terengganu,1986,30 to 34,29700
Terengganu,1986,35 to 39,24700
Terengganu,1986,40 to 44,23400
Terengganu,1986,45 to 49,21400
Terengganu,1986,50 to 54,13900
Terengganu,1986,55 to 59,10900
Terengganu,1986,60 to 64,9100
Terengganu,1987,15 to 19,26000
Terengganu,1987,20 to 24,42800
Terengganu,1987,25 to 29,37300
Terengganu,1987,30 to 34,31400
Terengganu,1987,35 to 39,24600
Terengganu,1987,40 to 44,24300
Terengganu,1987,45 to 49,17000
Terengganu,1987,50 to 54,14700
Terengganu,1987,55 to 59,11100
Terengganu,1987,60 to 64,7300
Terengganu,1988,15 to 19,30300
Terengganu,1988,20 to 24,46200
Terengganu,1988,25 to 29,40400
Terengganu,1988,30 to 34,29700
Terengganu,1988,35 to 39,26600
Terengganu,1988,40 to 44,23200
Terengganu,1988,45 to 49,20900
Terengganu,1988,50 to 54,17100
Terengganu,1988,55 to 59,11100
Terengganu,1988,60 to 64,8100
Terengganu,1989,15 to 19,30000
Terengganu,1989,20 to 24,49600
Terengganu,1989,25 to 29,44300
Terengganu,1989,30 to 34,35100
Terengganu,1989,35 to 39,24900
Terengganu,1989,40 to 44,21700
Terengganu,1989,45 to 49,20600
Terengganu,1989,50 to 54,20200
Terengganu,1989,55 to 59,9500
Terengganu,1989,60 to 64,6200
Terengganu,1990,15 to 19,32300
Terengganu,1990,20 to 24,41900
Terengganu,1990,25 to 29,36100
Terengganu,1990,30 to 34,28800
Terengganu,1990,35 to 39,24600
Terengganu,1990,40 to 44,24300
Terengganu,1990,45 to 49,20600
Terengganu,1990,50 to 54,18200
Terengganu,1990,55 to 59,10500
Terengganu,1990,60 to 64,7300
Terengganu,1992,15 to 19,28400
Terengganu,1992,20 to 24,45500
Terengganu,1992,25 to 29,40700
Terengganu,1992,30 to 34,37000
Terengganu,1992,35 to 39,31200
Terengganu,1992,40 to 44,21000
Terengganu,1992,45 to 49,24200
Terengganu,1992,50 to 54,18400
Terengganu,1992,55 to 59,13600
Terengganu,1992,60 to 64,7700
Terengganu,1993,15 to 19,34000
Terengganu,1993,20 to 24,48200
Terengganu,1993,25 to 29,45200
Terengganu,1993,30 to 34,43000
Terengganu,1993,35 to 39,35400
Terengganu,1993,40 to 44,31000
Terengganu,1993,45 to 49,22300
Terengganu,1993,50 to 54,23500
Terengganu,1993,55 to 59,11400
Terengganu,1993,60 to 64,8300
Terengganu,1995,15 to 19,26600
Terengganu,1995,20 to 24,45800
Terengganu,1995,25 to 29,41000
Terengganu,1995,30 to 34,44600
Terengganu,1995,35 to 39,36200
Terengganu,1995,40 to 44,27600
Terengganu,1995,45 to 49,22900
Terengganu,1995,50 to 54,18900
Terengganu,1995,55 to 59,14000
Terengganu,1995,60 to 64,7400
Terengganu,1996,15 to 19,27900
Terengganu,1996,20 to 24,49700
Terengganu,1996,25 to 29,43600
Terengganu,1996,30 to 34,45800
Terengganu,1996,35 to 39,40400
Terengganu,1996,40 to 44,33000
Terengganu,1996,45 to 49,22400
Terengganu,1996,50 to 54,21700
Terengganu,1996,55 to 59,14300
Terengganu,1996,60 to 64,9400
Terengganu,1997,15 to 19,25900
Terengganu,1997,20 to 24,53800
Terengganu,1997,25 to 29,45100
Terengganu,1997,30 to 34,39500
Terengganu,1997,35 to 39,34700
Terengganu,1997,40 to 44,31600
Terengganu,1997,45 to 49,23000
Terengganu,1997,50 to 54,19900
Terengganu,1997,55 to 59,11900
Terengganu,1997,60 to 64,7400
Terengganu,1998,15 to 19,24800
Terengganu,1998,20 to 24,51300
Terengganu,1998,25 to 29,43600
Terengganu,1998,30 to 34,37900
Terengganu,1998,35 to 39,40600
Terengganu,1998,40 to 44,33400
Terengganu,1998,45 to 49,25300
Terengganu,1998,50 to 54,23300
Terengganu,1998,55 to 59,14900
Terengganu,1998,60 to 64,10500
Terengganu,1999,15 to 19,26200
Terengganu,1999,20 to 24,57200
Terengganu,1999,25 to 29,44400
Terengganu,1999,30 to 34,39600
Terengganu,1999,35 to 39,37900
Terengganu,1999,40 to 44,34000
Terengganu,1999,45 to 49,27500
Terengganu,1999,50 to 54,21800
Terengganu,1999,55 to 59,14200
Terengganu,1999,60 to 64,9500
Terengganu,2000,15 to 19,22700
Terengganu,2000,20 to 24,49300
Terengganu,2000,25 to 29,44200
Terengganu,2000,30 to 34,44400
Terengganu,2000,35 to 39,41200
Terengganu,2000,40 to 44,37100
Terengganu,2000,45 to 49,30100
Terengganu,2000,50 to 54,20200
Terengganu,2000,55 to 59,15100
Terengganu,2000,60 to 64,11100
Terengganu,2001,15 to 19,22900
Terengganu,2001,20 to 24,48600
Terengganu,2001,25 to 29,39400
Terengganu,2001,30 to 34,42000
Terengganu,2001,35 to 39,43400
Terengganu,2001,40 to 44,37900
Terengganu,2001,45 to 49,27700
Terengganu,2001,50 to 54,20600
Terengganu,2001,55 to 59,15800
Terengganu,2001,60 to 64,8800
Terengganu,2002,15 to 19,20800
Terengganu,2002,20 to 24,43500
Terengganu,2002,25 to 29,39600
Terengganu,2002,30 to 34,38400
Terengganu,2002,35 to 39,40000
Terengganu,2002,40 to 44,34900
Terengganu,2002,45 to 49,31400
Terengganu,2002,50 to 54,19700
Terengganu,2002,55 to 59,12400
Terengganu,2002,60 to 64,8300
Terengganu,2003,15 to 19,24500
Terengganu,2003,20 to 24,54600
Terengganu,2003,25 to 29,46900
Terengganu,2003,30 to 34,45100
Terengganu,2003,35 to 39,45100
Terengganu,2003,40 to 44,43200
Terengganu,2003,45 to 49,39500
Terengganu,2003,50 to 54,24800
Terengganu,2003,55 to 59,19900
Terengganu,2003,60 to 64,11600
Terengganu,2004,15 to 19,20100
Terengganu,2004,20 to 24,57600
Terengganu,2004,25 to 29,48800
Terengganu,2004,30 to 34,41600
Terengganu,2004,35 to 39,46500
Terengganu,2004,40 to 44,41800
Terengganu,2004,45 to 49,35200
Terengganu,2004,50 to 54,28700
Terengganu,2004,55 to 59,17100
Terengganu,2004,60 to 64,10500
Terengganu,2005,15 to 19,17500
Terengganu,2005,20 to 24,61000
Terengganu,2005,25 to 29,54000
Terengganu,2005,30 to 34,40300
Terengganu,2005,35 to 39,45100
Terengganu,2005,40 to 44,42400
Terengganu,2005,45 to 49,37000
Terengganu,2005,50 to 54,28900
Terengganu,2005,55 to 59,16700
Terengganu,2005,60 to 64,10100
Terengganu,2006,15 to 19,16900
Terengganu,2006,20 to 24,58900
Terengganu,2006,25 to 29,59400
Terengganu,2006,30 to 34,42600
Terengganu,2006,35 to 39,46200
Terengganu,2006,40 to 44,44200
Terengganu,2006,45 to 49,38300
Terengganu,2006,50 to 54,29900
Terengganu,2006,55 to 59,17400
Terengganu,2006,60 to 64,10900
Terengganu,2007,15 to 19,16700
Terengganu,2007,20 to 24,61900
Terengganu,2007,25 to 29,63100
Terengganu,2007,30 to 34,44300
Terengganu,2007,35 to 39,44200
Terengganu,2007,40 to 44,43300
Terengganu,2007,45 to 49,38900
Terengganu,2007,50 to 54,31300
Terengganu,2007,55 to 59,18300
Terengganu,2007,60 to 64,10900
Terengganu,2008,15 to 19,16200
Terengganu,2008,20 to 24,65800
Terengganu,2008,25 to 29,71400
Terengganu,2008,30 to 34,45500
Terengganu,2008,35 to 39,43300
Terengganu,2008,40 to 44,45700
Terengganu,2008,45 to 49,39000
Terengganu,2008,50 to 54,31700
Terengganu,2008,55 to 59,19400
Terengganu,2008,60 to 64,10800
Terengganu,2009,15 to 19,17600
Terengganu,2009,20 to 24,67300
Terengganu,2009,25 to 29,78800
Terengganu,2009,30 to 34,50700
Terengganu,2009,35 to 39,42000
Terengganu,2009,40 to 44,45600
Terengganu,2009,45 to 49,38800
Terengganu,2009,50 to 54,32500
Terengganu,2009,55 to 59,21700
Terengganu,2009,60 to 64,10600
Terengganu,2010,15 to 19,18600
Terengganu,2010,20 to 24,59300
Terengganu,2010,25 to 29,59000
Terengganu,2010,30 to 34,48900
Terengganu,2010,35 to 39,44100
Terengganu,2010,40 to 44,43300
Terengganu,2010,45 to 49,41100
Terengganu,2010,50 to 54,33400
Terengganu,2010,55 to 59,20500
Terengganu,2010,60 to 64,12400
Terengganu,2011,15 to 19,19300
Terengganu,2011,20 to 24,61400
Terengganu,2011,25 to 29,66300
Terengganu,2011,30 to 34,51400
Terengganu,2011,35 to 39,45000
Terengganu,2011,40 to 44,44800
Terengganu,2011,45 to 49,42200
Terengganu,2011,50 to 54,36500
Terengganu,2011,55 to 59,22300
Terengganu,2011,60 to 64,14000
Terengganu,2012,15 to 19,18500
Terengganu,2012,20 to 24,62400
Terengganu,2012,25 to 29,67400
Terengganu,2012,30 to 34,51800
Terengganu,2012,35 to 39,45100
Terengganu,2012,40 to 44,43700
Terengganu,2012,45 to 49,42500
Terengganu,2012,50 to 54,36200
Terengganu,2012,55 to 59,21900
Terengganu,2012,60 to 64,12200
Terengganu,2013,15 to 19,19300
Terengganu,2013,20 to 24,63200
Terengganu,2013,25 to 29,72800
Terengganu,2013,30 to 34,54300
Terengganu,2013,35 to 39,45800
Terengganu,2013,40 to 44,45100
Terengganu,2013,45 to 49,43000
Terengganu,2013,50 to 54,38400
Terengganu,2013,55 to 59,25300
Terengganu,2013,60 to 64,14100
Terengganu,2014,15 to 19,18200
Terengganu,2014,20 to 24,69200
Terengganu,2014,25 to 29,73100
Terengganu,2014,30 to 34,57900
Terengganu,2014,35 to 39,47200
Terengganu,2014,40 to 44,45500
Terengganu,2014,45 to 49,43500
Terengganu,2014,50 to 54,39400
Terengganu,2014,55 to 59,25800
Terengganu,2014,60 to 64,13000
Terengganu,2015,15 to 19,17700
Terengganu,2015,20 to 24,69100
Terengganu,2015,25 to 29,78700
Terengganu,2015,30 to 34,60300
Terengganu,2015,35 to 39,48400
Terengganu,2015,40 to 44,44800
Terengganu,2015,45 to 49,42700
Terengganu,2015,50 to 54,38700
Terengganu,2015,55 to 59,25300
Terengganu,2015,60 to 64,12400
Terengganu,2016,15 to 19,19600
Terengganu,2016,20 to 24,75900
Terengganu,2016,25 to 29,78800
Terengganu,2016,30 to 34,60100
Terengganu,2016,35 to 39,47800
Terengganu,2016,40 to 44,45700
Terengganu,2016,45 to 49,41600
Terengganu,2016,50 to 54,40900
Terengganu,2016,55 to 59,25100
Terengganu,2016,60 to 64,11800
Terengganu,2017,15 to 19,17300
Terengganu,2017,20 to 24,73500
Terengganu,2017,25 to 29,85800
Terengganu,2017,30 to 34,65300
Terengganu,2017,35 to 39,50400
Terengganu,2017,40 to 44,44200
Terengganu,2017,45 to 49,43300
Terengganu,2017,50 to 54,39000
Terengganu,2017,55 to 59,27900
Terengganu,2017,60 to 64,12300
Terengganu,2018,15 to 19,17600
Terengganu,2018,20 to 24,72000
Terengganu,2018,25 to 29,89900
Terengganu,2018,30 to 34,68300
Terengganu,2018,35 to 39,53200
Terengganu,2018,40 to 44,45800
Terengganu,2018,45 to 49,43600
Terengganu,2018,50 to 54,39100
Terengganu,2018,55 to 59,28000
Terengganu,2018,60 to 64,12800
Terengganu,2019,15 to 19,18200
Terengganu,2019,20 to 24,78400
Terengganu,2019,25 to 29,93200
Terengganu,2019,30 to 34,73000
Terengganu,2019,35 to 39,54700
Terengganu,2019,40 to 44,46900
Terengganu,2019,45 to 49,42800
Terengganu,2019,50 to 54,40100
Terengganu,2019,55 to 59,28700
Terengganu,2019,60 to 64,12400
Terengganu,2020,15 to 19,15400
Terengganu,2020,20 to 24,66900
Terengganu,2020,25 to 29,95400
Terengganu,2020,30 to 34,77000
Terengganu,2020,35 to 39,56900
Terengganu,2020,40 to 44,46700
Terengganu,2020,45 to 49,42600
Terengganu,2020,50 to 54,39400
Terengganu,2020,55 to 59,31100
Terengganu,2020,60 to 64,13600
Terengganu,2021,15 to 19,12300
Terengganu,2021,20 to 24,66300
Terengganu,2021,25 to 29,110200
Terengganu,2021,30 to 34,75800
Terengganu,2021,35 to 39,58700
Terengganu,2021,40 to 44,46900
Terengganu,2021,45 to 49,41900
Terengganu,2021,50 to 54,36200
Terengganu,2021,55 to 59,27000
Terengganu,2021,60 to 64,13200
Sabah,1982,15 to 19,42200
Sabah,1982,20 to 24,75300
Sabah,1982,25 to 29,59700
Sabah,1982,30 to 34,48000
Sabah,1982,35 to 39,31800
Sabah,1982,40 to 44,33800
Sabah,1982,45 to 49,24100
Sabah,1982,50 to 54,18500
Sabah,1982,55 to 59,12400
Sabah,1982,60 to 64,8500
Sabah,1983,15 to 19,48500
Sabah,1983,20 to 24,81300
Sabah,1983,25 to 29,70400
Sabah,1983,30 to 34,54400
Sabah,1983,35 to 39,35100
Sabah,1983,40 to 44,34400
Sabah,1983,45 to 49,26000
Sabah,1983,50 to 54,20400
Sabah,1983,55 to 59,13000
Sabah,1983,60 to 64,10300
Sabah,1984,15 to 19,54500
Sabah,1984,20 to 24,84600
Sabah,1984,25 to 29,75400
Sabah,1984,30 to 34,59500
Sabah,1984,35 to 39,37400
Sabah,1984,40 to 44,39800
Sabah,1984,45 to 49,28500
Sabah,1984,50 to 54,21500
Sabah,1984,55 to 59,13700
Sabah,1984,60 to 64,10900
Sabah,1985,15 to 19,52900
Sabah,1985,20 to 24,79800
Sabah,1985,25 to 29,78600
Sabah,1985,30 to 34,61000
Sabah,1985,35 to 39,41700
Sabah,1985,40 to 44,37500
Sabah,1985,45 to 49,31100
Sabah,1985,50 to 54,23700
Sabah,1985,55 to 59,14500
Sabah,1985,60 to 64,10100
Sabah,1986,15 to 19,56500
Sabah,1986,20 to 24,78100
Sabah,1986,25 to 29,77800
Sabah,1986,30 to 34,62200
Sabah,1986,35 to 39,44700
Sabah,1986,40 to 44,36400
Sabah,1986,45 to 49,33900
Sabah,1986,50 to 54,24400
Sabah,1986,55 to 59,16400
Sabah,1986,60 to 64,11000
Sabah,1987,15 to 19,63100
Sabah,1987,20 to 24,77900
Sabah,1987,25 to 29,82100
Sabah,1987,30 to 34,66100
Sabah,1987,35 to 39,53600
Sabah,1987,40 to 44,34300
Sabah,1987,45 to 49,37700
Sabah,1987,50 to 54,24500
Sabah,1987,55 to 59,16000
Sabah,1987,60 to 64,11200
Sabah,1988,15 to 19,55600
Sabah,1988,20 to 24,79600
Sabah,1988,25 to 29,78200
Sabah,1988,30 to 34,69200
Sabah,1988,35 to 39,54500
Sabah,1988,40 to 44,35600
Sabah,1988,45 to 49,35500
Sabah,1988,50 to 54,24900
Sabah,1988,55 to 59,18100
Sabah,1988,60 to 64,11200
Sabah,1989,15 to 19,60900
Sabah,1989,20 to 24,79300
Sabah,1989,25 to 29,76800
Sabah,1989,30 to 34,73600
Sabah,1989,35 to 39,59500
Sabah,1989,40 to 44,37200
Sabah,1989,45 to 49,36500
Sabah,1989,50 to 54,26000
Sabah,1989,55 to 59,17800
Sabah,1989,60 to 64,9800
Sabah,1990,15 to 19,60400
Sabah,1990,20 to 24,81600
Sabah,1990,25 to 29,72200
Sabah,1990,30 to 34,73500
Sabah,1990,35 to 39,58500
Sabah,1990,40 to 44,40500
Sabah,1990,45 to 49,34500
Sabah,1990,50 to 54,28100
Sabah,1990,55 to 59,18600
Sabah,1990,60 to 64,11900
Sabah,1992,15 to 19,65200
Sabah,1992,20 to 24,91000
Sabah,1992,25 to 29,72300
Sabah,1992,30 to 34,79800
Sabah,1992,35 to 39,66300
Sabah,1992,40 to 44,52900
Sabah,1992,45 to 49,32700
Sabah,1992,50 to 54,33600
Sabah,1992,55 to 59,18600
Sabah,1992,60 to 64,11800
Sabah,1993,15 to 19,73300
Sabah,1993,20 to 24,140800
Sabah,1993,25 to 29,136000
Sabah,1993,30 to 34,116400
Sabah,1993,35 to 39,85800
Sabah,1993,40 to 44,60300
Sabah,1993,45 to 49,42100
Sabah,1993,50 to 54,34400
Sabah,1993,55 to 59,22400
Sabah,1993,60 to 64,13700
Sabah,1995,15 to 19,74600
Sabah,1995,20 to 24,133900
Sabah,1995,25 to 29,140400
Sabah,1995,30 to 34,125500
Sabah,1995,35 to 39,95300
Sabah,1995,40 to 44,72200
Sabah,1995,45 to 49,45200
Sabah,1995,50 to 54,37300
Sabah,1995,55 to 59,22700
Sabah,1995,60 to 64,17700
Sabah,1996,15 to 19,113400
Sabah,1996,20 to 24,207100
Sabah,1996,25 to 29,189200
Sabah,1996,30 to 34,155900
Sabah,1996,35 to 39,125200
Sabah,1996,40 to 44,88700
Sabah,1996,45 to 49,62000
Sabah,1996,50 to 54,43300
Sabah,1996,55 to 59,28400
Sabah,1996,60 to 64,19000
Sabah,1997,15 to 19,107800
Sabah,1997,20 to 24,213200
Sabah,1997,25 to 29,197000
Sabah,1997,30 to 34,159500
Sabah,1997,35 to 39,125300
Sabah,1997,40 to 44,92800
Sabah,1997,45 to 49,63500
Sabah,1997,50 to 54,44000
Sabah,1997,55 to 59,27600
Sabah,1997,60 to 64,17700
Sabah,1998,15 to 19,102700
Sabah,1998,20 to 24,214100
Sabah,1998,25 to 29,202500
Sabah,1998,30 to 34,175000
Sabah,1998,35 to 39,144000
Sabah,1998,40 to 44,104000
Sabah,1998,45 to 49,76200
Sabah,1998,50 to 54,48500
Sabah,1998,55 to 59,33000
Sabah,1998,60 to 64,23600
Sabah,1999,15 to 19,113000
Sabah,1999,20 to 24,225600
Sabah,1999,25 to 29,215600
Sabah,1999,30 to 34,182900
Sabah,1999,35 to 39,146600
Sabah,1999,40 to 44,109300
Sabah,1999,45 to 49,74800
Sabah,1999,50 to 54,48700
Sabah,1999,55 to 59,30400
Sabah,1999,60 to 64,20300
Sabah,2000,15 to 19,104300
Sabah,2000,20 to 24,172300
Sabah,2000,25 to 29,158100
Sabah,2000,30 to 34,150200
Sabah,2000,35 to 39,127500
Sabah,2000,40 to 44,103400
Sabah,2000,45 to 49,79200
Sabah,2000,50 to 54,48500
Sabah,2000,55 to 59,27000
Sabah,2000,60 to 64,21100
